index,artist_all,artist_base,rank,song,year,artist_featured
7,meghan trainor,meghan trainor,8,all about that bass,2014,
8,ariana grande  featuring  iggy azalea,ariana grande,9,problem,2014, iggy azalea
9,sam smith,sam smith,10,stay with me,2014,
10,pitbull  featuring  kesha,pitbull,11,timber,2014, kesha
11,bastille,bastille,12,pompeii,2014,
12,taylor swift,taylor swift,13,shake it off,2014,
13,nico & vinz,nico & vinz,14,am i wrong,2014,
14,dj snake  and  lil jon,dj snake,15,turn down for what,2014,
15,eminem  featuring  rihanna,eminem,16,the monster,2014, rihanna
16,a great big world  and  christina aguilera,a great big world,17,say something,2014,
17,lorde,lorde,18,team,2014,
18,passenger,passenger,19,let her go,2014,
19,lorde,lorde,20,royals,2014,
20,idina menzel,idina menzel,21,let it go,2014,
21,avicii,avicii,22,wake me up,2014,
22,imagine dragons,imagine dragons,23,demons,2014,
23,one direction,sia,24,story of my life,2014,
24,sia,sia furler,25,chandelier,2014,
25,iggy azalea  featuring  rita ora,iggy azalea,26,black widow,2014, rita ora
26,"jessie j ,  ariana grande , and  nicki minaj",jessie j,27,bang bang,2014,
27,disclosure  featuring  sam smith,disclosure,28,latch,2014, sam smith
28,maroon 5,maroon 5,29,maps,2014,
29,"chris brown  featuring  lil wayne  and  french montana ,  too short , or  tyga",chris brown,30,loyal,2014," lil wayne  and  french montana ,  too short , or  tyga"
30,american authors,american authors,31,best day of my life,2014,
31,tove lo,tove lo,32,habits (stay high),2014,
32,calvin harris,calvin harris,33,summer,2014,
33,charli xcx,charli xcx,34,boom clap,2014,
34,beyoncé  featuring  jay z,beyoncé,35,drunk in love,2014, jay z
35,nicki minaj,nicki minaj,36,anaconda,2014,
36,ariana grande  featuring  zedd,ariana grande,37,break free,2014, zedd
37,enrique iglesias  featuring  descemer bueno  and  gente de zona,enrique iglesias,38,bailando,2014, descemer bueno  and  gente de zona
38,ellie goulding,ellie goulding,39,burn,2014,
39,jason derulo  featuring  snoop dogg,jason derulo,40,wiggle,2014, snoop dogg
40,clean bandit  featuring  jess glynne,clean bandit,41,rather be,2014, jess glynne
41,jeremih  featuring  yg,jeremih,42,don't tell 'em,2014, yg
42,kid ink  featuring  chris brown,kid ink,43,show me,2014, chris brown
43,miley cyrus,miley cyrus,44,wrecking ball,2014,
44,justin timberlake,justin timberlake,45,not a bad thing,2014,
45,katy perry,katy perry,46,roar,2014,
46,paramore,paramore,47,ain't it fun,2014,
47,aloe blacc,aloe blacc,48,the man,2014,
48,florida georgia line  featuring  luke bryan,florida georgia line,49,this is how we roll,2014, luke bryan
49,mkto,mkto,50,classic,2014,
50,coldplay,coldplay,51,a sky full of stars,2014,
51,ed sheeran,ed sheeran,52,don't,2014,
52,trey songz,trey songz,53,na na,2014,
53,bobby shmurda,bobby shmurda,54,hot boy,2014,
54,drake  featuring  majid jordan,drake,55,"hold on, we're going home",2014, majid jordan
55,ed sheeran,ed sheeran,56,sing,2014,
56,imagine dragons,imagine dragons,57,radioactive,2014,
57,yg  featuring  jeezy  and  rich homie quan,yg,58,my hitta,2014, jeezy  and  rich homie quan
58,echosmith,echosmith,59,cool kids,2014,
59,avicii,avicii,60,hey brother,2014,
60,jason derulo,jason derulo,61,trumpets,2014,
61,maroon 5,maroon 5,62,animals,2014,
62,jason aldean,jason aldean,63,burnin' it down,2014,
63,luke bryan,luke bryan,64,play it again,2014,
64,tinashe  featuring  schoolboy q,tinashe,65,2 on,2014, schoolboy q
65,florida georgia line,florida georgia line,66,dirt,2014,
66,onerepublic,onerepublic,67,love runs out,2014,
67,brantley gilbert,brantley gilbert,68,bottoms up,2014,
68,becky g,becky g,69,shower,2014,
69,rixton,rixton,70,me and my broken heart,2014,
70,martin garrix,martin garrix,71,animals,2014,
71,rich gang  featuring  young thug  and  rich homie quan,rich gang,72,lifestyle,2014, young thug  and  rich homie quan
72,kenny chesney,kenny chesney,73,american kids,2014,
73,sara bareilles,sara bareilles,74,brave,2014,
74,the neighbourhood,the neighbourhood,75,sweater weather,2014,
75,sam hunt,sam hunt,76,leave the night on,2014,
76,chris brown  featuring  usher  and  rick ross,chris brown,77,new flame,2014, usher  and  rick ross
77,michael jackson  and  justin timberlake,michael jackson,78,love never felt so good,2014,
78,dierks bentley,dierks bentley,79,drunk on a plane,2014,
79,katy perry,katy perry,80,birthday,2014,
80,lady antebellum,lady antebellum,81,bartender,2014,
81,naughty boy  featuring  sam smith,naughty boy,82,la la la,2014, sam smith
82,robin thicke  featuring  t.i.  and  pharrell williams,robin thicke,83,blurred lines,2014, t.i.  and  pharrell williams
83,lady gaga  featuring  r. kelly,lady gaga,84,do what u want,2014, r. kelly
84,shakira  featuring  rihanna,shakira,85,can't remember to forget you,2014, rihanna
85,5 seconds of summer,5 seconds of summer,86,amnesia,2014,
86,t.i.  featuring  iggy azalea,t.i.,87,no mediocre,2014, iggy azalea
87,kongos,kongos,88,come with me now,2014,
88,lil wayne  featuring  drake,lil wayne,89,believe me,2014, drake
89,"mike will made-it  featuring  miley cyrus ,  wiz khalifa , and  juicy j",mike will made-it,90,23,2014," miley cyrus ,  wiz khalifa , and  juicy j"
90,jake owen,jake owen,91,beachin',2014,
91,macklemore & ryan lewis  featuring  schoolboy q  and  hollis,macklemore & ryan lewis,92,white walls,2014, schoolboy q  and  hollis
92,5 seconds of summer,5 seconds of summer,93,she looks so perfect,2014,
93,zedd  featuring  hayley williams,zedd,94,stay the night,2014, hayley williams
94,beyoncé,beyoncé,95,partition,2014,
95,schoolboy q  featuring  bj the chicago kid,schoolboy q,96,studio,2014, bj the chicago kid
96,drake,drake,97,0 to 100 / the catch up,2014,
97,lee brice,lee brice,98,i don't dance,2014,
98,miranda lambert  and  carrie underwood,miranda lambert,99,somethin' bad,2014,
99,miley cyrus,miley cyrus,100,adore you,2014,
0,mark ronson  featuring  bruno mars,mark ronson,1,uptown funk,2015, bruno mars
1,ed sheeran,ed sheeran,2,thinking out loud,2015,
2,wiz khalifa  featuring  charlie puth,wiz khalifa,3,see you again,2015, charlie puth
3,fetty wap,fetty wap,4,trap queen,2015,
4,maroon 5,maroon 5,5,sugar,2015,
5,walk the moon,walk the moon,6,shut up and dance,2015,
6,taylor swift,taylor swift,7,blank space,2015,
7,silentó,silentó,8,watch me,2015,
8,the weeknd,the weeknd,9,earned it,2015,
9,the weeknd,the weeknd,10,the hills,2015,
10,omi,omi,11,cheerleader,2015,
11,the weeknd,the weeknd,12,can't feel my face,2015,
12,ellie goulding,ellie goulding,13,love me like you do,2015,
13,hozier,hozier,14,take me to church,2015,
14,taylor swift  featuring  kendrick lamar,taylor swift,15,bad blood,2015, kendrick lamar
15,major lazer  and  dj snake  featuring  mø,major lazer,16,lean on,2015, mø
16,jason derulo,jason derulo,17,want to want me,2015,
17,taylor swift,taylor swift,18,shake it off,2015,
18,skrillex  and  diplo  featuring  justin bieber,skrillex,19,where are ü now,2015, justin bieber
19,rachel platten,rachel platten,20,fight song,2015,
20,fetty wap  featuring remy boyz,fetty wap,21,679,2015,remy boyz
21,meghan trainor,meghan trainor,22,lips are movin,2015,
22,fifth harmony  featuring  kid ink,fifth harmony,23,worth it,2015, kid ink
23,omarion  featuring  chris brown  and  jhené aiko,omarion,24,post to be,2015, chris brown  and  jhené aiko
24,andy grammer,andy grammer,25,"honey, i'm good.",2015,
25,sam smith,sam smith,26,i'm not the only one,2015,
26,selena gomez  featuring  asap rocky,selena gomez,27,good for you,2015, asap rocky
27,meghan trainor,meghan trainor,28,all about that bass,2015,
28,taylor swift,taylor swift,29,style,2015,
29,drake,drake,30,hotline bling,2015,
30,"david guetta  featuring  nicki minaj ,  bebe rexha , and  afrojack",david guetta,31,hey mama,2015," nicki minaj ,  bebe rexha , and  afrojack"
31,flo rida  featuring  sage the gemini  and  lookas,flo rida,32,g.d.f.r.,2015, sage the gemini  and  lookas
32,justin bieber,justin bieber,33,what do you mean?,2015,
33,ed sheeran,ed sheeran,34,photograph,2015,
34,adele,adele,35,hello,2015,
35,shawn mendes,shawn mendes,36,stitches,2015,
36,tove lo,tove lo,37,talking body,2015,
37,nick jonas,nick jonas,38,jealous,2015,
38,pitbull  and  ne-yo,pitbull,39,time of our lives,2015,
39,r. city  featuring  adam levine,r. city,40,locked away,2015, adam levine
40,natalie la rose  featuring  jeremih,natalie la rose,41,somebody,2015, jeremih
41,"rihanna ,  kanye west , and  paul mccartney",rihanna,42,fourfiveseconds,2015,
42,fall out boy,fall out boy,43,centuries,2015,
43,fetty wap  featuring monty,fetty wap,44,my way,2015,monty
44,sam hunt,sam hunt,45,take your time,2015,
45,maroon 5,maroon 5,46,animals,2015,
46,big sean  featuring  e-40,big sean,47,i don't fuck with you,2015, e-40
47,rihanna,rihanna,48,bitch better have my money,2015,
48,rich homie quan,rich homie quan,49,"flex (ooh, ooh, ooh)",2015,
49,t-wayne,t-wayne,50,nasty freestyle,2015,
50,"nicki minaj  featuring  drake ,  lil wayne , and  chris brown",nicki minaj,51,only,2015," drake ,  lil wayne , and  chris brown"
51,sia,sia,52,elastic heart,2015,
52,demi lovato,demi lovato,53,cool for the summer,2015,
53,x ambassadors,x ambassadors,54,renegades,2015,
54,usher  featuring  juicy j,usher,55,i don't mind,2015, juicy j
55,ariana grande  and  the weeknd,ariana grande,56,love me harder,2015,
56,taylor swift,taylor swift,57,wildest dreams,2015,
57,sam smith,sam smith,58,stay with me,2015,
58,dj snake  and  alunageorge,dj snake,59,you know you like it,2015,
59,fall out boy,fall out boy,60,uma thurman,2015,
60,beyoncé,beyoncé,61,7/11,2015,
61,selena gomez,selena gomez,62,the heart wants what it wants,2015,
62,little big town,little big town,63,girl crush,2015,
63,trey songz,trey songz,64,slow motion,2015,
64,one direction,one direction,65,drag me down,2015,
65,"nicki minaj  featuring  drake , and  lil wayne",nicki minaj,66,truffle butter,2015," drake , and  lil wayne"
66,ariana grande,ariana grande,67,one last time,2015,
67,nick jonas,nick jonas,68,chains,2015,
68,meek mill  featuring  chris brown  and  nicki minaj,meek mill,69,all eyes on you,2015, chris brown  and  nicki minaj
69,rae sremmurd,rae sremmurd,70,no type,2015,
70,vance joy,vance joy,71,riptide,2015,
71,jidenna  featuring  roman gianarthur,jidenna,72,classic man,2015, roman gianarthur
72,elle king,elle king,73,ex's & oh's,2015,
73,meghan trainor,meghan trainor,74,dear future husband,2015,
74,charlie puth  featuring  meghan trainor,charlie puth,75,marvin gaye,2015, meghan trainor
75,meghan trainor  featuring  john legend,meghan trainor,76,like i'm gonna lose you,2015, john legend
76,tove lo,tove lo,77,habits (stay high),2015,
77,james newton howard  featuring  jennifer lawrence,james newton howard,78,the hanging tree,2015, jennifer lawrence
78,o.t. genasis,o.t. genasis,79,coco,2015,
79,"jessie j ,  ariana grande , and  nicki minaj",jessie j,80,bang bang,2015,
80,sam smith,sam smith,81,lay me down,2015,
81,ilovemakonnen  featuring  drake,ilovemakonnen,82,tuesday,2015, drake
82,ilovememphis,ilovememphis,83,hit the quan,2015,
83,"macklemore  and  ryan lewis  featuring  eric nally ,  melle mel ,  kool moe dee , and  grandmaster caz",macklemore,84,downtown,2015," eric nally ,  melle mel ,  kool moe dee , and  grandmaster caz"
84,sam hunt,sam hunt,85,house party,2015,
85,chris brown  and  tyga,chris brown,86,ayo,2015,
86,luke bryan,luke bryan,87,kick the dust up,2015,
87,"big sean  featuring  drake , and  kanye west",big sean,88,blessings,2015," drake , and  kanye west"
88,george ezra,george ezra,89,budapest,2015,
89,sia,sia,90,chandelier,2015,
90,kelly clarkson,kelly clarkson,91,heartbeat song,2015,
91,ed sheeran,ed sheeran,92,don't,2015,
92,ella henderson,ella henderson,93,ghost,2015,
93,alessia cara,alessia cara,94,here,2015,
94,mr probz,mr probz,95,waves,2015,
95,nicky jam  and  enrique iglesias,nicky jam,96,el perdón,2015,
96,ne-yo  featuring  juicy j,ne-yo,97,she knows,2015, juicy j
97,one direction,one direction,98,night changes,2015,
98,drake,drake,99,back to back,2015,
99,calvin harris  and  disciples,calvin harris,100,how deep is your love,2015,
0,justin bieber,justin bieber,1,love yourself,2016,
1,justin bieber,justin bieber,2,sorry,2016,
2,drake  featuring  wizkid  and  kyla,drake,3,one dance,2016, wizkid  and  kyla
3,rihanna  featuring  drake,rihanna,4,work,2016, drake
4,twenty one pilots,twenty one pilots,5,stressed out,2016,
5,desiigner,desiigner,6,panda,2016,
6,adele,adele,7,hello,2016,
7,the chainsmokers  featuring  daya,the chainsmokers,8,don't let me down,2016, daya
8,justin timberlake,justin timberlake,9,can't stop the feeling!,2016,
9,the chainsmokers  featuring  halsey,the chainsmokers,10,closer,2016, halsey
10,sia  featuring  sean paul,sia,11,cheap thrills,2016, sean paul
11,lukas graham,lukas graham,12,7 years,2016,
12,rihanna,rihanna,13,needed me,2016,
13,flo rida,flo rida,14,my house,2016,
14,mike posner,mike posner,15,i took a pill in ibiza,2016,
15,fifth harmony  featuring  ty dolla $ign,fifth harmony,16,work from home,2016, ty dolla $ign
16,calvin harris  featuring  rihanna,calvin harris,17,this is what you came for,2016, rihanna
17,dnce,dnce,18,cake by the ocean,2016,
18,g-eazy  and  bebe rexha,g-eazy,19,"me, myself & i",2016,
19,twenty one pilots,twenty one pilots,20,ride,2016,
20,twenty one pilots,twenty one pilots,21,heathens,2016,
21,zayn,zayn malik,22,pillowtalk,2016,
22,shawn mendes,shawn mendes,23,stitches,2016,
23,drake,drake,24,hotline bling,2016,
24,major lazer  featuring  justin bieber  and  mø,major lazer,25,cold water,2016, justin bieber  and  mø
25,adele,adele,26,send my love (to your new lover),2016,
26,the chainsmokers  featuring  rozes,the chainsmokers,27,roses,2016, rozes
27,shawn mendes,shawn mendes,28,treat you better,2016,
28,drake  featuring  rihanna,drake,29,too good,2016, rihanna
29,future  featuring  the weeknd,future,30,low life,2016, the weeknd
30,justin bieber,justin bieber,31,what do you mean?,2016,
31,the weeknd,the weeknd,32,the hills,2016,
32,pink,pink,33,just like fire,2016,
33,dram  featuring  lil yachty,dram,34,broccoli,2016, lil yachty
34,bryson tiller,bryson tiller,35,don't,2016,
35,ariana grande,ariana grande,36,dangerous woman,2016,
36,drake  and  future,drake,37,jumpman,2016,
37,gnash  featuring  olivia o'brien,gnash,38,"i hate u, i love u",2016, olivia o'brien
38,alessia cara,alessia cara,39,here,2016,
39,selena gomez,selena gomez,40,same old love,2016,
40,drake,drake,41,controlla,2016,
41,meghan trainor  featuring  john legend,meghan trainor,42,like i'm gonna lose you,2016, john legend
42,charlie puth,charlie puth,43,one call away,2016,
43,james bay,james bay,44,let it go,2016,
44,meghan trainor,meghan trainor,45,no,2016,
45,zara larsson  and  mnek,zara larsson,46,never forget you,2016,
46,dj snake  featuring  justin bieber,dj snake,47,let me love you,2016, justin bieber
47,kent jones,kent jones,48,don't mind,2016,
48,florida georgia line,florida georgia line,49,h.o.l.y.,2016,
49,charlie puth  featuring  selena gomez,charlie puth,50,we don't talk anymore,2016, selena gomez
50,ariana grande,ariana grande,51,into you,2016,
51,kiiara,kiiara,52,gold,2016,
52,bryson tiller,bryson tiller,53,exchange,2016,
53,fetty wap  featuring remy boyz,fetty wap,54,679,2016,remy boyz
54,jeremih,jeremih,55,oui,2016,
55,selena gomez,selena gomez,56,hands to myself,2016,
56,kevin gates,kevin gates,57,2 phones,2016,
57,the weeknd  featuring  daft punk,the weeknd,58,starboy,2016, daft punk
58,dj khaled  featuring  drake,dj khaled,59,for free,2016, drake
59,flume  featuring  kai,flume,60,never be like you,2016, kai
60,the weeknd,the weeknd,61,in the night,2016,
61,meghan trainor,meghan trainor,62,me too,2016,
62,elle king,elle king,63,ex's & oh's,2016,
63,thomas rhett,thomas rhett,64,die a happy man,2016,
64,post malone,post malone,65,white iverson,2016,
65,nick jonas  featuring  tove lo,nick jonas,66,close,2016, tove lo
66,x ambassadors,x ambassadors,67,unsteady,2016,
67,"lil wayne ,  wiz khalifa  and  imagine dragons  with  logic  and  ty dolla $ign  featuring  x ambassadors",lil wayne,68,sucker for pain,2016, x ambassadors
68,yo gotti  featuring  nicki minaj,yo gotti,69,down in the dm,2016, nicki minaj
69,tory lanez,tory lanez,70,luv,2016,
70,beyoncé,beyoncé,71,sorry,2016,
71,the weeknd,the weeknd,72,can't feel my face,2016,
72,coldplay,coldplay,73,hymn for the weekend,2016,
73,tory lanez,tory lanez,74,say it,2016,
74,travis scott,travis scott,75,antidote,2016,
75,ruth b,ruth b,76,lost boy,2016,
76,ariana grande  featuring  nicki minaj,ariana grande,77,side to side,2016, nicki minaj
77,daya,daya,78,"sit still, look pretty",2016,
78,taylor swift,taylor swift,79,wildest dreams,2016,
79,dj snake  featuring  bipolar sunshine,dj snake,80,middle,2016, bipolar sunshine
80,ellie goulding,ellie goulding,81,on my mind,2016,
